prod_id,qty,discount,user_id,member_flag,txn_id,start_txn_time,date_start_txn,time_start_txn
c4a632,5,19,511,t,48b9d7,26-02-2021 06:49,26-02-2021,06:49
e83aa3,2,19,794,t,48b9d7,26-02-2021 06:49,26-02-2021,06:49
e31d39,1,19,1545,t,48b9d7,26-02-2021 06:49,26-02-2021,06:49
d5e9a6,2,19,1037,t,48b9d7,26-02-2021 06:49,26-02-2021,06:49
5d267b,5,19,1521,t,48b9d7,26-02-2021 06:49,26-02-2021,06:49
c8d436,1,19,1344,t,48b9d7,26-02-2021 06:49,26-02-2021,06:49
2a2353,3,19,1758,t,48b9d7,26-02-2021 06:49,26-02-2021,06:49
b9a74d,1,19,1504,t,48b9d7,26-02-2021 06:49,26-02-2021,06:49
2feb6b,5,19,1547,t,48b9d7,26-02-2021 06:49,26-02-2021,06:49
72f5d4,3,5,1444,t,47251d,27-01-2021 22:53,27-01-2021,22:53
5d267b,5,5,1170,t,47251d,27-01-2021 22:53,27-01-2021,22:53
2a2353,5,5,907,t,47251d,27-01-2021 22:53,27-01-2021,22:53
f084eb,2,5,1515,t,47251d,27-01-2021 22:53,27-01-2021,22:53
e83aa3,4,15,283,f,c75ea6,03-03-2021 04:17,03-03-2021,04:17
e31d39,5,15,300,f,c75ea6,03-03-2021 04:17,03-03-2021,04:17
72f5d4,2,15,886,f,c75ea6,03-03-2021 04:17,03-03-2021,04:17
9ec847,4,15,69,f,c75ea6,03-03-2021 04:17,03-03-2021,04:17
5d267b,1,15,808,f,c75ea6,03-03-2021 04:17,03-03-2021,04:17
f084eb,5,15,736,f,c75ea6,03-03-2021 04:17,03-03-2021,04:17
b9a74d,4,15,1054,f,c75ea6,03-03-2021 04:17,03-03-2021,04:17
2feb6b,5,15,986,f,c75ea6,03-03-2021 04:17,03-03-2021,04:17
c4a632,1,10,755,t,84a0f1,19-03-2021 23:33,19-03-2021,23:33
e31d39,4,10,815,t,84a0f1,19-03-2021 23:33,19-03-2021,23:33
9ec847,5,10,1550,t,84a0f1,19-03-2021 23:33,19-03-2021,23:33
b9a74d,2,10,1632,t,84a0f1,19-03-2021 23:33,19-03-2021,23:33
2feb6b,1,10,647,t,84a0f1,19-03-2021 23:33,19-03-2021,23:33
c4a632,4,9,1442,f,786c60,13-01-2021 08:41,13-01-2021,08:41
e83aa3,1,9,273,f,786c60,13-01-2021 08:41,13-01-2021,08:41
e31d39,4,9,1683,f,786c60,13-01-2021 08:41,13-01-2021,08:41
d5e9a6,4,9,1431,f,786c60,13-01-2021 08:41,13-01-2021,08:41
72f5d4,1,9,1691,f,786c60,13-01-2021 08:41,13-01-2021,08:41
9ec847,2,9,1758,f,786c60,13-01-2021 08:41,13-01-2021,08:41
c8d436,5,9,1550,f,786c60,13-01-2021 08:41,13-01-2021,08:41
2a2353,4,9,1462,f,786c60,13-01-2021 08:41,13-01-2021,08:41
f084eb,1,9,1704,f,786c60,13-01-2021 08:41,13-01-2021,08:41
b9a74d,2,9,620,f,786c60,13-01-2021 08:41,13-01-2021,08:41
c4a632,1,13,1651,t,500bf9,08-03-2021 02:41,08-03-2021,02:41
d5e9a6,1,13,179,t,500bf9,08-03-2021 02:41,08-03-2021,02:41
9ec847,4,13,1685,t,500bf9,08-03-2021 02:41,08-03-2021,02:41
b9a74d,4,13,432,t,500bf9,08-03-2021 02:41,08-03-2021,02:41
e83aa3,4,24,484,t,34601,12-01-2021 17:35,12-01-2021,17:35
e31d39,4,24,532,t,34601,12-01-2021 17:35,12-01-2021,17:35
9ec847,5,24,782,t,34601,12-01-2021 17:35,12-01-2021,17:35
f084eb,3,24,718,t,34601,12-01-2021 17:35,12-01-2021,17:35
b9a74d,3,24,1163,t,34601,12-01-2021 17:35,12-01-2021,17:35
e83aa3,4,1,952,t,a88a5e,15-02-2021 04:56,15-02-2021,04:56
5d267b,4,1,379,t,a88a5e,15-02-2021 04:56,15-02-2021,04:56
d5e9a6,3,19,991,f,9a9653,08-02-2021 09:12,08-02-2021,09:12
c8d436,1,19,1338,f,9a9653,08-02-2021 09:12,08-02-2021,09:12
f084eb,2,19,354,f,9a9653,08-02-2021 09:12,08-02-2021,09:12
b9a74d,2,19,360,f,9a9653,08-02-2021 09:12,08-02-2021,09:12
2feb6b,2,19,1208,f,9a9653,08-02-2021 09:12,08-02-2021,09:12
c4a632,5,14,1337,f,1edc69,28-03-2021 15:32,28-03-2021,15:32
e83aa3,5,14,142,f,1edc69,28-03-2021 15:32,28-03-2021,15:32
72f5d4,3,14,1356,f,1edc69,28-03-2021 15:32,28-03-2021,15:32
9ec847,5,14,1156,f,1edc69,28-03-2021 15:32,28-03-2021,15:32
c8d436,3,14,1655,f,1edc69,28-03-2021 15:32,28-03-2021,15:32
b9a74d,4,14,16,f,1edc69,28-03-2021 15:32,28-03-2021,15:32
e83aa3,1,18,1688,f,638a7d,15-03-2021 02:24,15-03-2021,02:24
e31d39,2,18,238,f,638a7d,15-03-2021 02:24,15-03-2021,02:24
d5e9a6,4,18,675,f,638a7d,15-03-2021 02:24,15-03-2021,02:24
72f5d4,3,18,993,f,638a7d,15-03-2021 02:24,15-03-2021,02:24
9ec847,3,18,1775,f,638a7d,15-03-2021 02:24,15-03-2021,02:24
5d267b,2,18,253,f,638a7d,15-03-2021 02:24,15-03-2021,02:24
c8d436,2,18,1680,f,638a7d,15-03-2021 02:24,15-03-2021,02:24
2a2353,3,18,1518,f,638a7d,15-03-2021 02:24,15-03-2021,02:24
b9a74d,3,18,172,f,638a7d,15-03-2021 02:24,15-03-2021,02:24
c4a632,5,1,787,f,4bdb49,03-03-2021 04:33,03-03-2021,04:33
9ec847,2,1,1102,f,4bdb49,03-03-2021 04:33,03-03-2021,04:33
5d267b,2,1,785,f,4bdb49,03-03-2021 04:33,03-03-2021,04:33
c8d436,1,1,543,f,4bdb49,03-03-2021 04:33,03-03-2021,04:33
f084eb,5,1,468,f,4bdb49,03-03-2021 04:33,03-03-2021,04:33
b9a74d,3,1,1601,f,4bdb49,03-03-2021 04:33,03-03-2021,04:33
2feb6b,2,1,753,f,4bdb49,03-03-2021 04:33,03-03-2021,04:33
c4a632,2,13,21,t,8f4908,24-03-2021 21:30,24-03-2021,21:30
e83aa3,4,13,402,t,8f4908,24-03-2021 21:30,24-03-2021,21:30
d5e9a6,2,13,837,t,8f4908,24-03-2021 21:30,24-03-2021,21:30
72f5d4,3,13,1511,t,8f4908,24-03-2021 21:30,24-03-2021,21:30
5d267b,4,13,1747,t,8f4908,24-03-2021 21:30,24-03-2021,21:30
f084eb,1,13,1573,t,8f4908,24-03-2021 21:30,24-03-2021,21:30
b9a74d,5,13,206,t,8f4908,24-03-2021 21:30,24-03-2021,21:30
e31d39,2,20,809,t,3132fb,11-02-2021 01:59,11-02-2021,01:59
d5e9a6,1,20,1701,t,3132fb,11-02-2021 01:59,11-02-2021,01:59
5d267b,4,20,477,t,3132fb,11-02-2021 01:59,11-02-2021,01:59
2a2353,4,20,1445,t,3132fb,11-02-2021 01:59,11-02-2021,01:59
b9a74d,1,20,1629,t,3132fb,11-02-2021 01:59,11-02-2021,01:59
2feb6b,5,20,1476,t,3132fb,11-02-2021 01:59,11-02-2021,01:59
c4a632,5,12,303,t,2cf0ed,24-01-2021 00:59,24-01-2021,00:59
e31d39,5,12,969,t,2cf0ed,24-01-2021 00:59,24-01-2021,00:59
d5e9a6,4,12,649,t,2cf0ed,24-01-2021 00:59,24-01-2021,00:59
2a2353,4,12,1571,t,2cf0ed,24-01-2021 00:59,24-01-2021,00:59
f084eb,2,12,1145,t,2cf0ed,24-01-2021 00:59,24-01-2021,00:59
2feb6b,5,12,1615,t,2cf0ed,24-01-2021 00:59,24-01-2021,00:59
e31d39,5,16,1698,t,9.00E+37,09-01-2021 17:25,09-01-2021,17:25
d5e9a6,1,16,193,t,9.00E+37,09-01-2021 17:25,09-01-2021,17:25
72f5d4,1,16,1682,t,9.00E+37,09-01-2021 17:25,09-01-2021,17:25
f084eb,3,16,1219,t,9.00E+37,09-01-2021 17:25,09-01-2021,17:25
d5e9a6,5,7,1366,t,d1a249,07-02-2021 21:22,07-02-2021,21:22
72f5d4,4,7,166,t,d1a249,07-02-2021 21:22,07-02-2021,21:22
9ec847,5,7,1281,t,d1a249,07-02-2021 21:22,07-02-2021,21:22
2a2353,3,7,1650,t,d1a249,07-02-2021 21:22,07-02-2021,21:22
2feb6b,3,7,727,t,d1a249,07-02-2021 21:22,07-02-2021,21:22
c4a632,2,22,1065,t,f77cc2,08-02-2021 12:29,08-02-2021,12:29
e83aa3,5,22,1184,t,f77cc2,08-02-2021 12:29,08-02-2021,12:29
d5e9a6,3,22,1366,t,f77cc2,08-02-2021 12:29,08-02-2021,12:29
9ec847,3,22,1746,t,f77cc2,08-02-2021 12:29,08-02-2021,12:29
5d267b,3,22,1782,t,f77cc2,08-02-2021 12:29,08-02-2021,12:29
c8d436,5,22,110,t,f77cc2,08-02-2021 12:29,08-02-2021,12:29
2a2353,5,22,1554,t,f77cc2,08-02-2021 12:29,08-02-2021,12:29
c4a632,2,9,307,t,1928b1,25-03-2021 08:47,25-03-2021,08:47
e31d39,1,9,1521,t,1928b1,25-03-2021 08:47,25-03-2021,08:47
d5e9a6,1,9,133,t,1928b1,25-03-2021 08:47,25-03-2021,08:47
9ec847,1,9,32,t,1928b1,25-03-2021 08:47,25-03-2021,08:47
5d267b,3,9,1239,t,1928b1,25-03-2021 08:47,25-03-2021,08:47
2a2353,4,9,1271,t,1928b1,25-03-2021 08:47,25-03-2021,08:47
b9a74d,1,9,1300,t,1928b1,25-03-2021 08:47,25-03-2021,08:47
2feb6b,5,9,199,t,1928b1,25-03-2021 08:47,25-03-2021,08:47
e83aa3,1,5,1276,t,c228e3,03-02-2021 00:35,03-02-2021,00:35
d5e9a6,3,5,623,t,c228e3,03-02-2021 00:35,03-02-2021,00:35
72f5d4,3,5,355,t,c228e3,03-02-2021 00:35,03-02-2021,00:35
2a2353,4,5,1407,t,c228e3,03-02-2021 00:35,03-02-2021,00:35
e31d39,2,23,296,t,870d3b,20-01-2021 14:29,20-01-2021,14:29
9ec847,1,23,1542,t,870d3b,20-01-2021 14:29,20-01-2021,14:29
c8d436,4,23,434,t,870d3b,20-01-2021 14:29,20-01-2021,14:29
2a2353,3,23,1755,t,870d3b,20-01-2021 14:29,20-01-2021,14:29
c4a632,3,22,1118,t,46f796,13-03-2021 02:30,13-03-2021,02:30
2a2353,2,22,23,t,46f796,13-03-2021 02:30,13-03-2021,02:30
b9a74d,4,22,1444,t,46f796,13-03-2021 02:30,13-03-2021,02:30
d5e9a6,5,15,575,t,24986f,09-01-2021 03:30,09-01-2021,03:30
72f5d4,3,15,803,t,24986f,09-01-2021 03:30,09-01-2021,03:30
5d267b,3,15,716,t,24986f,09-01-2021 03:30,09-01-2021,03:30
2a2353,4,15,1384,t,24986f,09-01-2021 03:30,09-01-2021,03:30
f084eb,1,15,837,t,24986f,09-01-2021 03:30,09-01-2021,03:30
b9a74d,3,15,832,t,24986f,09-01-2021 03:30,09-01-2021,03:30
e83aa3,4,2,890,t,90e5ad,28-02-2021 23:10,28-02-2021,23:10
e31d39,4,2,816,t,90e5ad,28-02-2021 23:10,28-02-2021,23:10
9ec847,3,2,1188,t,90e5ad,28-02-2021 23:10,28-02-2021,23:10
2a2353,2,2,469,t,90e5ad,28-02-2021 23:10,28-02-2021,23:10
b9a74d,1,2,747,t,90e5ad,28-02-2021 23:10,28-02-2021,23:10
c4a632,3,10,1328,t,31f568,13-01-2021 17:48,13-01-2021,17:48
e31d39,2,10,420,t,31f568,13-01-2021 17:48,13-01-2021,17:48
72f5d4,4,10,1324,t,31f568,13-01-2021 17:48,13-01-2021,17:48
2feb6b,4,10,672,t,31f568,13-01-2021 17:48,13-01-2021,17:48
e83aa3,1,15,578,t,fb6b00,23-02-2021 17:17,23-02-2021,17:17
e31d39,4,15,621,t,fb6b00,23-02-2021 17:17,23-02-2021,17:17
72f5d4,3,15,231,t,fb6b00,23-02-2021 17:17,23-02-2021,17:17
9ec847,1,15,71,t,fb6b00,23-02-2021 17:17,23-02-2021,17:17
5d267b,5,15,1009,t,fb6b00,23-02-2021 17:17,23-02-2021,17:17
2a2353,5,15,262,t,fb6b00,23-02-2021 17:17,23-02-2021,17:17
f084eb,4,15,529,t,fb6b00,23-02-2021 17:17,23-02-2021,17:17
2feb6b,5,15,138,t,fb6b00,23-02-2021 17:17,23-02-2021,17:17
c4a632,2,18,297,t,cf21fe,18-02-2021 08:32,18-02-2021,08:32
5d267b,4,18,1600,t,cf21fe,18-02-2021 08:32,18-02-2021,08:32
c8d436,4,18,1452,t,cf21fe,18-02-2021 08:32,18-02-2021,08:32
2feb6b,2,18,1337,t,cf21fe,18-02-2021 08:32,18-02-2021,08:32
e31d39,1,6,686,t,a4586a,29-01-2021 18:42,29-01-2021,18:42
d5e9a6,3,6,1592,t,a4586a,29-01-2021 18:42,29-01-2021,18:42
c8d436,2,6,1378,t,a4586a,29-01-2021 18:42,29-01-2021,18:42
2a2353,5,6,662,t,a4586a,29-01-2021 18:42,29-01-2021,18:42
f084eb,3,6,177,t,a4586a,29-01-2021 18:42,29-01-2021,18:42
b9a74d,1,6,850,t,a4586a,29-01-2021 18:42,29-01-2021,18:42
2feb6b,2,6,303,t,a4586a,29-01-2021 18:42,29-01-2021,18:42
c4a632,4,16,414,f,dfec5f,18-01-2021 07:30,18-01-2021,07:30
e83aa3,4,16,643,f,dfec5f,18-01-2021 07:30,18-01-2021,07:30
e31d39,4,16,1404,f,dfec5f,18-01-2021 07:30,18-01-2021,07:30
72f5d4,4,16,451,f,dfec5f,18-01-2021 07:30,18-01-2021,07:30
9ec847,3,16,1362,f,dfec5f,18-01-2021 07:30,18-01-2021,07:30
5d267b,1,16,1141,f,dfec5f,18-01-2021 07:30,18-01-2021,07:30
c8d436,2,16,1651,f,dfec5f,18-01-2021 07:30,18-01-2021,07:30
2a2353,4,16,1503,f,dfec5f,18-01-2021 07:30,18-01-2021,07:30
f084eb,5,16,1773,f,dfec5f,18-01-2021 07:30,18-01-2021,07:30
b9a74d,1,16,1772,f,dfec5f,18-01-2021 07:30,18-01-2021,07:30
c4a632,1,18,1018,t,7c7e2d,01-02-2021 22:00,01-02-2021,22:00
e83aa3,1,18,984,t,7c7e2d,01-02-2021 22:00,01-02-2021,22:00
e31d39,5,18,336,t,7c7e2d,01-02-2021 22:00,01-02-2021,22:00
72f5d4,5,18,1038,t,7c7e2d,01-02-2021 22:00,01-02-2021,22:00
9ec847,1,18,754,t,7c7e2d,01-02-2021 22:00,01-02-2021,22:00
c8d436,1,18,1022,t,7c7e2d,01-02-2021 22:00,01-02-2021,22:00
2a2353,5,18,94,t,7c7e2d,01-02-2021 22:00,01-02-2021,22:00
f084eb,2,18,486,t,7c7e2d,01-02-2021 22:00,01-02-2021,22:00
b9a74d,5,18,228,t,7c7e2d,01-02-2021 22:00,01-02-2021,22:00
e83aa3,3,0,431,t,b7106e,22-01-2021 11:50,22-01-2021,11:50
9ec847,2,0,1177,t,b7106e,22-01-2021 11:50,22-01-2021,11:50
c8d436,1,0,1286,t,b7106e,22-01-2021 11:50,22-01-2021,11:50
2a2353,3,0,164,t,b7106e,22-01-2021 11:50,22-01-2021,11:50
b9a74d,4,0,44,t,b7106e,22-01-2021 11:50,22-01-2021,11:50
9ec847,3,6,1783,t,9ae921,22-03-2021 03:08,22-03-2021,03:08
5d267b,2,6,1520,t,9ae921,22-03-2021 03:08,22-03-2021,03:08
2a2353,2,6,1505,t,9ae921,22-03-2021 03:08,22-03-2021,03:08
f084eb,2,6,936,t,9ae921,22-03-2021 03:08,22-03-2021,03:08
b9a74d,4,6,1744,t,9ae921,22-03-2021 03:08,22-03-2021,03:08
e83aa3,4,1,1376,t,023ace,15-02-2021 01:51,15-02-2021,01:51
d5e9a6,5,1,591,t,023ace,15-02-2021 01:51,15-02-2021,01:51
9ec847,2,1,1653,t,023ace,15-02-2021 01:51,15-02-2021,01:51
c8d436,3,1,1707,t,023ace,15-02-2021 01:51,15-02-2021,01:51
b9a74d,2,1,311,t,023ace,15-02-2021 01:51,15-02-2021,01:51
d5e9a6,4,22,1093,t,d7b455,29-01-2021 13:20,29-01-2021,13:20
72f5d4,4,22,456,t,d7b455,29-01-2021 13:20,29-01-2021,13:20
5d267b,5,22,1195,t,d7b455,29-01-2021 13:20,29-01-2021,13:20
2a2353,3,22,1296,t,d7b455,29-01-2021 13:20,29-01-2021,13:20
f084eb,5,22,297,t,d7b455,29-01-2021 13:20,29-01-2021,13:20
c4a632,2,4,85,f,f16705,24-02-2021 01:06,24-02-2021,01:06
e31d39,4,4,1554,f,f16705,24-02-2021 01:06,24-02-2021,01:06
d5e9a6,1,4,544,f,f16705,24-02-2021 01:06,24-02-2021,01:06
72f5d4,3,4,688,f,f16705,24-02-2021 01:06,24-02-2021,01:06
9ec847,2,4,1038,f,f16705,24-02-2021 01:06,24-02-2021,01:06
b9a74d,3,4,372,f,f16705,24-02-2021 01:06,24-02-2021,01:06
2feb6b,1,4,250,f,f16705,24-02-2021 01:06,24-02-2021,01:06
e83aa3,5,18,855,f,8d2c78,02-03-2021 01:26,02-03-2021,01:26
e31d39,1,18,1418,f,8d2c78,02-03-2021 01:26,02-03-2021,01:26
72f5d4,2,18,1564,f,8d2c78,02-03-2021 01:26,02-03-2021,01:26
f084eb,1,18,237,f,8d2c78,02-03-2021 01:26,02-03-2021,01:26
d5e9a6,3,16,1160,t,28d244,20-02-2021 06:45,20-02-2021,06:45
9ec847,2,16,739,t,28d244,20-02-2021 06:45,20-02-2021,06:45
5d267b,1,16,80,t,28d244,20-02-2021 06:45,20-02-2021,06:45
c8d436,4,16,363,t,28d244,20-02-2021 06:45,20-02-2021,06:45
2a2353,4,16,1082,t,28d244,20-02-2021 06:45,20-02-2021,06:45
f084eb,3,16,257,t,28d244,20-02-2021 06:45,20-02-2021,06:45
c4a632,4,22,1401,f,d499f9,13-02-2021 19:04,13-02-2021,19:04
d5e9a6,4,22,1471,f,d499f9,13-02-2021 19:04,13-02-2021,19:04
9ec847,3,22,871,f,d499f9,13-02-2021 19:04,13-02-2021,19:04
5d267b,1,22,1395,f,d499f9,13-02-2021 19:04,13-02-2021,19:04
c8d436,1,22,1286,f,d499f9,13-02-2021 19:04,13-02-2021,19:04
2a2353,4,22,1036,f,d499f9,13-02-2021 19:04,13-02-2021,19:04
f084eb,5,22,1338,f,d499f9,13-02-2021 19:04,13-02-2021,19:04
b9a74d,2,22,990,f,d499f9,13-02-2021 19:04,13-02-2021,19:04
c4a632,2,22,164,t,3fcd70,15-02-2021 07:06,15-02-2021,07:06
72f5d4,4,22,1572,t,3fcd70,15-02-2021 07:06,15-02-2021,07:06
9ec847,5,22,943,t,3fcd70,15-02-2021 07:06,15-02-2021,07:06
f084eb,4,22,607,t,3fcd70,15-02-2021 07:06,15-02-2021,07:06
b9a74d,1,22,877,t,3fcd70,15-02-2021 07:06,15-02-2021,07:06
2feb6b,2,22,1487,t,3fcd70,15-02-2021 07:06,15-02-2021,07:06
e31d39,4,23,1140,t,4f6a83,07-02-2021 16:17,07-02-2021,16:17
d5e9a6,2,23,119,t,4f6a83,07-02-2021 16:17,07-02-2021,16:17
9ec847,5,23,1088,t,4f6a83,07-02-2021 16:17,07-02-2021,16:17
c8d436,1,23,63,t,4f6a83,07-02-2021 16:17,07-02-2021,16:17
2feb6b,5,23,72,t,4f6a83,07-02-2021 16:17,07-02-2021,16:17
c4a632,1,19,1783,f,572c3a,09-01-2021 23:57,09-01-2021,23:57
e83aa3,3,19,1213,f,572c3a,09-01-2021 23:57,09-01-2021,23:57
e31d39,4,19,569,f,572c3a,09-01-2021 23:57,09-01-2021,23:57
d5e9a6,5,19,1561,f,572c3a,09-01-2021 23:57,09-01-2021,23:57
9ec847,5,19,1731,f,572c3a,09-01-2021 23:57,09-01-2021,23:57
5d267b,3,19,1701,f,572c3a,09-01-2021 23:57,09-01-2021,23:57
c8d436,1,19,972,f,572c3a,09-01-2021 23:57,09-01-2021,23:57
2a2353,3,19,1512,f,572c3a,09-01-2021 23:57,09-01-2021,23:57
f084eb,1,19,586,f,572c3a,09-01-2021 23:57,09-01-2021,23:57
2feb6b,1,19,651,f,572c3a,09-01-2021 23:57,09-01-2021,23:57
c4a632,2,12,1381,f,04970c,28-01-2021 10:03,28-01-2021,10:03
e31d39,2,12,1564,f,04970c,28-01-2021 10:03,28-01-2021,10:03
72f5d4,3,12,1477,f,04970c,28-01-2021 10:03,28-01-2021,10:03
9ec847,4,12,813,f,04970c,28-01-2021 10:03,28-01-2021,10:03
c8d436,5,12,981,f,04970c,28-01-2021 10:03,28-01-2021,10:03
c4a632,3,16,147,t,8d1375,15-03-2021 19:41,15-03-2021,19:41
e83aa3,3,16,718,t,8d1375,15-03-2021 19:41,15-03-2021,19:41
72f5d4,4,16,1091,t,8d1375,15-03-2021 19:41,15-03-2021,19:41
5d267b,2,16,76,t,8d1375,15-03-2021 19:41,15-03-2021,19:41
c8d436,2,16,539,t,8d1375,15-03-2021 19:41,15-03-2021,19:41
2a2353,5,16,1486,t,8d1375,15-03-2021 19:41,15-03-2021,19:41
f084eb,5,16,372,t,8d1375,15-03-2021 19:41,15-03-2021,19:41
2feb6b,2,16,200,t,8d1375,15-03-2021 19:41,15-03-2021,19:41
c4a632,4,0,1622,f,95ef47,20-01-2021 18:38,20-01-2021,18:38
e31d39,3,0,101,f,95ef47,20-01-2021 18:38,20-01-2021,18:38
d5e9a6,5,0,609,f,95ef47,20-01-2021 18:38,20-01-2021,18:38
72f5d4,1,0,503,f,95ef47,20-01-2021 18:38,20-01-2021,18:38
9ec847,3,0,1603,f,95ef47,20-01-2021 18:38,20-01-2021,18:38
5d267b,1,0,604,f,95ef47,20-01-2021 18:38,20-01-2021,18:38
c8d436,3,0,1339,f,95ef47,20-01-2021 18:38,20-01-2021,18:38
2a2353,4,0,1442,f,95ef47,20-01-2021 18:38,20-01-2021,18:38
b9a74d,1,0,1704,f,95ef47,20-01-2021 18:38,20-01-2021,18:38
c4a632,2,19,29,t,9a36b3,24-01-2021 23:26,24-01-2021,23:26
e83aa3,3,19,405,t,9a36b3,24-01-2021 23:26,24-01-2021,23:26
e31d39,1,19,1273,t,9a36b3,24-01-2021 23:26,24-01-2021,23:26
72f5d4,1,19,617,t,9a36b3,24-01-2021 23:26,24-01-2021,23:26
9ec847,3,19,1578,t,9a36b3,24-01-2021 23:26,24-01-2021,23:26
5d267b,5,19,1617,t,9a36b3,24-01-2021 23:26,24-01-2021,23:26
c8d436,4,19,1279,t,9a36b3,24-01-2021 23:26,24-01-2021,23:26
f084eb,1,19,796,t,9a36b3,24-01-2021 23:26,24-01-2021,23:26
b9a74d,4,19,1422,t,9a36b3,24-01-2021 23:26,24-01-2021,23:26
2feb6b,5,19,133,t,9a36b3,24-01-2021 23:26,24-01-2021,23:26
72f5d4,2,6,1042,t,7db661,18-01-2021 04:02,18-01-2021,04:02
5d267b,5,6,221,t,7db661,18-01-2021 04:02,18-01-2021,04:02
c8d436,4,6,996,t,7db661,18-01-2021 04:02,18-01-2021,04:02
b9a74d,2,6,1638,t,7db661,18-01-2021 04:02,18-01-2021,04:02
c4a632,3,17,574,t,3424ed,20-01-2021 23:52,20-01-2021,23:52
e83aa3,1,17,1364,t,3424ed,20-01-2021 23:52,20-01-2021,23:52
e31d39,4,17,1325,t,3424ed,20-01-2021 23:52,20-01-2021,23:52
9ec847,3,17,1529,t,3424ed,20-01-2021 23:52,20-01-2021,23:52
5d267b,2,17,485,t,3424ed,20-01-2021 23:52,20-01-2021,23:52
b9a74d,4,17,417,t,3424ed,20-01-2021 23:52,20-01-2021,23:52
e83aa3,1,13,768,t,16463d,20-01-2021 07:26,20-01-2021,07:26
